code,description,id,image_url,level,level_id,name,rank,scraped_at
laundry-wall-mount,Allows you to mount your dryer on the wall to save space in your laundry,228,uploads/features-and-benefits/Laundry-Wall-Mount.png,class,11,Wall Mountable,21,2025-07-01T17:35:04.462677
generic-value-for-money,Get great value without compromise,229,uploads/features-and-benefits/Generic-Value-For-Money.png,class,12,Value For Money,1,2025-07-01T17:35:05.269545
generic-water-sustainable-choice,Make the switch to sustainable appliances and reduce your water usage. ,230,uploads/features-and-benefits/Generic-Water-Sustainable-Choice.png,class,12,Sustainable Choice,2,2025-07-01T17:35:05.269584
generic-energy-sustainable-choice,Make the switch to sustainable appliances and reduce your energy use,231,uploads/features-and-benefits/Generic-Energy-Sustainable-Choice.png,class,12,Sustainable Choice,3,2025-07-01T17:35:05.269588
generic-warranty-1-year,Enjoy peace of mind with a 12 month limited manufacturers warranty,232,uploads/features-and-benefits/Generic-Warranty-1-Year.png,class,12,Peace of Mind,4,2025-07-01T17:35:05.269591
generic-warranty-2-year,Enjoy peace of mind with a 24 month limited manufacturers warranty,233,uploads/features-and-benefits/Generic-Warranty-2-Year.png,class,12,Peace of Mind,5,2025-07-01T17:35:05.269595
generic-warranty-3-year,Enjoy peace of mind with a 3 year limited manufacturers warranty,234,uploads/features-and-benefits/Generic-Warranty-3-Year.png,class,12,Peace of Mind,6,2025-07-01T17:35:05.269598
generic-warranty-5-year,Enjoy peace of mind with a 5 year limited manufacturers warranty,235,uploads/features-and-benefits/Generic-Warranty-5-Year.png,class,12,Peace of Mind,7,2025-07-01T17:35:05.269602
generic-built-in-australia,Proudly built in Australia,236,uploads/features-and-benefits/Generic-Built-In-Australia.png,class,12,Built in Australia,8,2025-07-01T17:35:05.269605
generic-capacity-couples,Steamline your lifestyle with appliances perfect for small households,237,uploads/features-and-benefits/Generic-Capacity-Couples.png,class,12,Suitable for Couples,9,2025-07-01T17:35:05.269609
generic-capacity-small-family,Streamline your lifestyle with appliances designed for small families,238,uploads/features-and-benefits/Generic-Capacity-Small-Family.png,class,12,Suitable for Small Families,10,2025-07-01T17:35:05.269612
generic-capacity-medium-family,Streamline your lifestyle with appliances designed for busy families,239,uploads/features-and-benefits/Generic-Capacity-Medium-Family.png,class,12,Suitable for Medium Sized Families,11,2025-07-01T17:35:05.269615
generic-capacity-large-family,Streamline your lifestyle with appliances perfect for big families,240,uploads/features-and-benefits/Generic-Capacity-Large-Family.png,class,12,Suitable for Larger Families,12,2025-07-01T17:35:05.269619
generic-wifi,Ready to connect with your home Wi-Fi,241,uploads/features-and-benefits/Wifi.png,class,12,Built-in Wi-Fi,13,2025-07-01T17:35:05.269622
generic-value-for-money,Get great value without compromise,242,uploads/features-and-benefits/Generic-Value-For-Money.png,class,13,Value For Money,1,2025-07-01T17:35:06.085412
generic-water-sustainable-choice,Make the switch to sustainable appliances and reduce your water usage. ,243,uploads/features-and-benefits/Generic-Water-Sustainable-Choice.png,class,13,Sustainable Choice,2,2025-07-01T17:35:06.085425
generic-energy-sustainable-choice,Make the switch to sustainable appliances and reduce your energy use,244,uploads/features-and-benefits/Generic-Energy-Sustainable-Choice.png,class,13,Sustainable Choice,3,2025-07-01T17:35:06.085427
generic-warranty-1-year,Enjoy peace of mind with a 12 month limited manufacturers warranty,245,uploads/features-and-benefits/Generic-Warranty-1-Year.png,class,13,Peace of Mind,4,2025-07-01T17:35:06.085428
generic-warranty-2-year,Enjoy peace of mind with a 24 month limited manufacturers warranty,246,uploads/features-and-benefits/Generic-Warranty-2-Year.png,class,13,Peace of Mind,5,2025-07-01T17:35:06.085429
generic-warranty-3-year,Enjoy peace of mind with a 3 year limited manufacturers warranty,247,uploads/features-and-benefits/Generic-Warranty-3-Year.png,class,13,Peace of Mind,6,2025-07-01T17:35:06.085431
generic-warranty-5-year,Enjoy peace of mind with a 5 year limited manufacturers warranty,248,uploads/features-and-benefits/Generic-Warranty-5-Year.png,class,13,Peace of Mind,7,2025-07-01T17:35:06.085432
generic-built-in-australia,Proudly built in Australia,249,uploads/features-and-benefits/Generic-Built-In-Australia.png,class,13,Built in Australia,8,2025-07-01T17:35:06.085436
generic-capacity-couples,Steamline your lifestyle with appliances perfect for small households,250,uploads/features-and-benefits/Generic-Capacity-Couples.png,class,13,Suitable for Couples,9,2025-07-01T17:35:06.085438
generic-capacity-small-family,Streamline your lifestyle with appliances designed for small families,251,uploads/features-and-benefits/Generic-Capacity-Small-Family.png,class,13,Suitable for Small Families,10,2025-07-01T17:35:06.085439
generic-capacity-medium-family,Streamline your lifestyle with appliances designed for busy families,252,uploads/features-and-benefits/Generic-Capacity-Medium-Family.png,class,13,Suitable for Medium Sized Families,11,2025-07-01T17:35:06.085440
generic-capacity-large-family,Streamline your lifestyle with appliances perfect for big families,253,uploads/features-and-benefits/Generic-Capacity-Large-Family.png,class,13,Suitable for Larger Families,12,2025-07-01T17:35:06.085442
generic-wifi,Ready to connect with your home Wi-Fi,254,uploads/features-and-benefits/Wifi.png,class,13,Built-in Wi-Fi,13,2025-07-01T17:35:06.085443
generic-value-for-money,Get great value without compromise,255,uploads/features-and-benefits/Generic-Value-For-Money.png,class,14,Value For Money,1,2025-07-01T17:35:06.903482
generic-water-sustainable-choice,Make the switch to sustainable appliances and reduce your water usage. ,256,uploads/features-and-benefits/Generic-Water-Sustainable-Choice.png,class,14,Sustainable Choice,2,2025-07-01T17:35:06.903502
generic-energy-sustainable-choice,Make the switch to sustainable appliances and reduce your energy use,257,uploads/features-and-benefits/Generic-Energy-Sustainable-Choice.png,class,14,Sustainable Choice,3,2025-07-01T17:35:06.903504
generic-warranty-1-year,Enjoy peace of mind with a 12 month limited manufacturers warranty,258,uploads/features-and-benefits/Generic-Warranty-1-Year.png,class,14,Peace of Mind,4,2025-07-01T17:35:06.903506
generic-warranty-2-year,Enjoy peace of mind with a 24 month limited manufacturers warranty,259,uploads/features-and-benefits/Generic-Warranty-2-Year.png,class,14,Peace of Mind,5,2025-07-01T17:35:06.903507
generic-warranty-3-year,Enjoy peace of mind with a 3 year limited manufacturers warranty,260,uploads/features-and-benefits/Generic-Warranty-3-Year.png,class,14,Peace of Mind,6,2025-07-01T17:35:06.903509
generic-warranty-5-year,Enjoy peace of mind with a 5 year limited manufacturers warranty,261,uploads/features-and-benefits/Generic-Warranty-5-Year.png,class,14,Peace of Mind,7,2025-07-01T17:35:06.903511
generic-built-in-australia,Proudly built in Australia,262,uploads/features-and-benefits/Generic-Built-In-Australia.png,class,14,Built in Australia,8,2025-07-01T17:35:06.903512
generic-capacity-couples,Steamline your lifestyle with appliances perfect for small households,263,uploads/features-and-benefits/Generic-Capacity-Couples.png,class,14,Suitable for Couples,9,2025-07-01T17:35:06.903514
generic-capacity-small-family,Streamline your lifestyle with appliances designed for small families,264,uploads/features-and-benefits/Generic-Capacity-Small-Family.png,class,14,Suitable for Small Families,10,2025-07-01T17:35:06.903516
generic-capacity-medium-family,Streamline your lifestyle with appliances designed for busy families,265,uploads/features-and-benefits/Generic-Capacity-Medium-Family.png,class,14,Suitable for Medium Sized Families,11,2025-07-01T17:35:06.903517
generic-capacity-large-family,Streamline your lifestyle with appliances perfect for big families,266,uploads/features-and-benefits/Generic-Capacity-Large-Family.png,class,14,Suitable for Larger Families,12,2025-07-01T17:35:06.903519
generic-wifi,Ready to connect with your home Wi-Fi,267,uploads/features-and-benefits/Wifi.png,class,14,Built-in Wi-Fi,13,2025-07-01T17:35:06.903520
generic-value-for-money,Get great value without compromise,268,uploads/features-and-benefits/Generic-Value-For-Money.png,class,15,Value For Money,1,2025-07-01T17:35:07.713080
generic-water-sustainable-choice,Make the switch to sustainable appliances and reduce your water usage. ,269,uploads/features-and-benefits/Generic-Water-Sustainable-Choice.png,class,15,Sustainable Choice,2,2025-07-01T17:35:07.713096
generic-energy-sustainable-choice,Make the switch to sustainable appliances and reduce your energy use,270,uploads/features-and-benefits/Generic-Energy-Sustainable-Choice.png,class,15,Sustainable Choice,3,2025-07-01T17:35:07.713098
generic-warranty-1-year,Enjoy peace of mind with a 12 month limited manufacturers warranty,271,uploads/features-and-benefits/Generic-Warranty-1-Year.png,class,15,Peace of Mind,4,2025-07-01T17:35:07.713100
generic-warranty-2-year,Enjoy peace of mind with a 24 month limited manufacturers warranty,272,uploads/features-and-benefits/Generic-Warranty-2-Year.png,class,15,Peace of Mind,5,2025-07-01T17:35:07.713102
generic-warranty-3-year,Enjoy peace of mind with a 3 year limited manufacturers warranty,273,uploads/features-and-benefits/Generic-Warranty-3-Year.png,class,15,Peace of Mind,6,2025-07-01T17:35:07.713104
generic-warranty-5-year,Enjoy peace of mind with a 5 year limited manufacturers warranty,274,uploads/features-and-benefits/Generic-Warranty-5-Year.png,class,15,Peace of Mind,7,2025-07-01T17:35:07.713106
generic-built-in-australia,Proudly built in Australia,275,uploads/features-and-benefits/Generic-Built-In-Australia.png,class,15,Built in Australia,8,2025-07-01T17:35:07.713108
generic-capacity-couples,Steamline your lifestyle with appliances perfect for small households,276,uploads/features-and-benefits/Generic-Capacity-Couples.png,class,15,Suitable for Couples,9,2025-07-01T17:35:07.713109
generic-capacity-small-family,Streamline your lifestyle with appliances designed for small families,277,uploads/features-and-benefits/Generic-Capacity-Small-Family.png,class,15,Suitable for Small Families,10,2025-07-01T17:35:07.713112
generic-capacity-medium-family,Streamline your lifestyle with appliances designed for busy families,278,uploads/features-and-benefits/Generic-Capacity-Medium-Family.png,class,15,Suitable for Medium Sized Families,11,2025-07-01T17:35:07.713114
generic-capacity-large-family,Streamline your lifestyle with appliances perfect for big families,279,uploads/features-and-benefits/Generic-Capacity-Large-Family.png,class,15,Suitable for Larger Families,12,2025-07-01T17:35:07.713115
generic-wifi,Ready to connect with your home Wi-Fi,280,uploads/features-and-benefits/Wifi.png,class,15,Built-in Wi-Fi,13,2025-07-01T17:35:07.713117
ska-dishwasher-safe,Removable parts that are dishwasher safe.,281,uploads/features-and-benefits/SKA-Dishwasher-Safe.png,class,15,Dishwasher Safe,14,2025-07-01T17:35:07.713119
ska-multifunction,Enjoy multiple methods of cooking from one appliance,282,uploads/features-and-benefits/SKA-Multifunction.png,class,15,Multifunction Cooker,15,2025-07-01T17:35:07.713121
ska-airfryer-capacity-large,Features an extra large cooking basket,283,uploads/features-and-benefits/SKA-Airfryer-Capacity-Large.png,class,15,Large Basket,16,2025-07-01T17:35:07.713122
ska-touch-control,For ease of use & cleaning.,284,uploads/features-and-benefits/SKA-Touch-Control.png,class,15,Touch Control Interface,17,2025-07-01T17:35:07.713124
generic-value-for-money,Get great value without compromise,285,uploads/features-and-benefits/Generic-Value-For-Money.png,class,16,Value For Money,1,2025-07-01T17:35:08.523320
generic-water-sustainable-choice,Make the switch to sustainable appliances and reduce your water usage. ,286,uploads/features-and-benefits/Generic-Water-Sustainable-Choice.png,class,16,Sustainable Choice,2,2025-07-01T17:35:08.523349
generic-energy-sustainable-choice,Make the switch to sustainable appliances and reduce your energy use,287,uploads/features-and-benefits/Generic-Energy-Sustainable-Choice.png,class,16,Sustainable Choice,3,2025-07-01T17:35:08.523351
generic-warranty-1-year,Enjoy peace of mind with a 12 month limited manufacturers warranty,288,uploads/features-and-benefits/Generic-Warranty-1-Year.png,class,16,Peace of Mind,4,2025-07-01T17:35:08.523354
generic-warranty-2-year,Enjoy peace of mind with a 24 month limited manufacturers warranty,289,uploads/features-and-benefits/Generic-Warranty-2-Year.png,class,16,Peace of Mind,5,2025-07-01T17:35:08.523357
generic-warranty-3-year,Enjoy peace of mind with a 3 year limited manufacturers warranty,290,uploads/features-and-benefits/Generic-Warranty-3-Year.png,class,16,Peace of Mind,6,2025-07-01T17:35:08.523359
generic-warranty-5-year,Enjoy peace of mind with a 5 year limited manufacturers warranty,291,uploads/features-and-benefits/Generic-Warranty-5-Year.png,class,16,Peace of Mind,7,2025-07-01T17:35:08.523362
generic-built-in-australia,Proudly built in Australia,292,uploads/features-and-benefits/Generic-Built-In-Australia.png,class,16,Built in Australia,8,2025-07-01T17:35:08.523364
generic-capacity-couples,Steamline your lifestyle with appliances perfect for small households,293,uploads/features-and-benefits/Generic-Capacity-Couples.png,class,16,Suitable for Couples,9,2025-07-01T17:35:08.523366
generic-capacity-small-family,Streamline your lifestyle with appliances designed for small families,294,uploads/features-and-benefits/Generic-Capacity-Small-Family.png,class,16,Suitable for Small Families,10,2025-07-01T17:35:08.523369
generic-capacity-medium-family,Streamline your lifestyle with appliances designed for busy families,295,uploads/features-and-benefits/Generic-Capacity-Medium-Family.png,class,16,Suitable for Medium Sized Families,11,2025-07-01T17:35:08.523371
generic-capacity-large-family,Streamline your lifestyle with appliances perfect for big families,296,uploads/features-and-benefits/Generic-Capacity-Large-Family.png,class,16,Suitable for Larger Families,12,2025-07-01T17:35:08.523373
generic-wifi,Ready to connect with your home Wi-Fi,297,uploads/features-and-benefits/Wifi.png,class,16,Built-in Wi-Fi,13,2025-07-01T17:35:08.523376
generic-value-for-money,Get great value without compromise,298,uploads/features-and-benefits/Generic-Value-For-Money.png,class,17,Value For Money,1,2025-07-01T17:35:09.340708
generic-water-sustainable-choice,Make the switch to sustainable appliances and reduce your water usage. ,299,uploads/features-and-benefits/Generic-Water-Sustainable-Choice.png,class,17,Sustainable Choice,2,2025-07-01T17:35:09.340741
generic-energy-sustainable-choice,Make the switch to sustainable appliances and reduce your energy use,300,uploads/features-and-benefits/Generic-Energy-Sustainable-Choice.png,class,17,Sustainable Choice,3,2025-07-01T17:35:09.340744
generic-warranty-1-year,Enjoy peace of mind with a 12 month limited manufacturers warranty,301,uploads/features-and-benefits/Generic-Warranty-1-Year.png,class,17,Peace of Mind,4,2025-07-01T17:35:09.340746
generic-warranty-2-year,Enjoy peace of mind with a 24 month limited manufacturers warranty,302,uploads/features-and-benefits/Generic-Warranty-2-Year.png,class,17,Peace of Mind,5,2025-07-01T17:35:09.340749
generic-warranty-3-year,Enjoy peace of mind with a 3 year limited manufacturers warranty,303,uploads/features-and-benefits/Generic-Warranty-3-Year.png,class,17,Peace of Mind,6,2025-07-01T17:35:09.340751
generic-warranty-5-year,Enjoy peace of mind with a 5 year limited manufacturers warranty,304,uploads/features-and-benefits/Generic-Warranty-5-Year.png,class,17,Peace of Mind,7,2025-07-01T17:35:09.340753
generic-built-in-australia,Proudly built in Australia,305,uploads/features-and-benefits/Generic-Built-In-Australia.png,class,17,Built in Australia,8,2025-07-01T17:35:09.340756
generic-capacity-couples,Steamline your lifestyle with appliances perfect for small households,306,uploads/features-and-benefits/Generic-Capacity-Couples.png,class,17,Suitable for Couples,9,2025-07-01T17:35:09.340758
generic-capacity-small-family,Streamline your lifestyle with appliances designed for small families,307,uploads/features-and-benefits/Generic-Capacity-Small-Family.png,class,17,Suitable for Small Families,10,2025-07-01T17:35:09.340760
generic-capacity-medium-family,Streamline your lifestyle with appliances designed for busy families,308,uploads/features-and-benefits/Generic-Capacity-Medium-Family.png,class,17,Suitable for Medium Sized Families,11,2025-07-01T17:35:09.340763
generic-capacity-large-family,Streamline your lifestyle with appliances perfect for big families,309,uploads/features-and-benefits/Generic-Capacity-Large-Family.png,class,17,Suitable for Larger Families,12,2025-07-01T17:35:09.340768
generic-wifi,Ready to connect with your home Wi-Fi,310,uploads/features-and-benefits/Wifi.png,class,17,Built-in Wi-Fi,13,2025-07-01T17:35:09.340770
generic-value-for-money,Get great value without compromise,311,uploads/features-and-benefits/Generic-Value-For-Money.png,class,18,Value For Money,1,2025-07-01T17:35:10.196881
generic-water-sustainable-choice,Make the switch to sustainable appliances and reduce your water usage. ,312,uploads/features-and-benefits/Generic-Water-Sustainable-Choice.png,class,18,Sustainable Choice,2,2025-07-01T17:35:10.196893
generic-energy-sustainable-choice,Make the switch to sustainable appliances and reduce your energy use,313,uploads/features-and-benefits/Generic-Energy-Sustainable-Choice.png,class,18,Sustainable Choice,3,2025-07-01T17:35:10.196895
generic-warranty-1-year,Enjoy peace of mind with a 12 month limited manufacturers warranty,314,uploads/features-and-benefits/Generic-Warranty-1-Year.png,class,18,Peace of Mind,4,2025-07-01T17:35:10.196896
generic-warranty-2-year,Enjoy peace of mind with a 24 month limited manufacturers warranty,315,uploads/features-and-benefits/Generic-Warranty-2-Year.png,class,18,Peace of Mind,5,2025-07-01T17:35:10.196897
generic-warranty-3-year,Enjoy peace of mind with a 3 year limited manufacturers warranty,316,uploads/features-and-benefits/Generic-Warranty-3-Year.png,class,18,Peace of Mind,6,2025-07-01T17:35:10.196899
generic-warranty-5-year,Enjoy peace of mind with a 5 year limited manufacturers warranty,317,uploads/features-and-benefits/Generic-Warranty-5-Year.png,class,18,Peace of Mind,7,2025-07-01T17:35:10.196900
generic-built-in-australia,Proudly built in Australia,318,uploads/features-and-benefits/Generic-Built-In-Australia.png,class,18,Built in Australia,8,2025-07-01T17:35:10.196901
generic-capacity-couples,Steamline your lifestyle with appliances perfect for small households,319,uploads/features-and-benefits/Generic-Capacity-Couples.png,class,18,Suitable for Couples,9,2025-07-01T17:35:10.196903
generic-capacity-small-family,Streamline your lifestyle with appliances designed for small families,320,uploads/features-and-benefits/Generic-Capacity-Small-Family.png,class,18,Suitable for Small Families,10,2025-07-01T17:35:10.196904
generic-capacity-medium-family,Streamline your lifestyle with appliances designed for busy families,321,uploads/features-and-benefits/Generic-Capacity-Medium-Family.png,class,18,Suitable for Medium Sized Families,11,2025-07-01T17:35:10.196905
generic-capacity-large-family,Streamline your lifestyle with appliances perfect for big families,322,uploads/features-and-benefits/Generic-Capacity-Large-Family.png,class,18,Suitable for Larger Families,12,2025-07-01T17:35:10.196906
generic-wifi,Ready to connect with your home Wi-Fi,323,uploads/features-and-benefits/Wifi.png,class,18,Built-in Wi-Fi,13,2025-07-01T17:35:10.196908
generic-value-for-money,Get great value without compromise,324,uploads/features-and-benefits/Generic-Value-For-Money.png,class,19,Value For Money,1,2025-07-01T17:35:11.009981
generic-water-sustainable-choice,Make the switch to sustainable appliances and reduce your water usage. ,325,uploads/features-and-benefits/Generic-Water-Sustainable-Choice.png,class,19,Sustainable Choice,2,2025-07-01T17:35:11.010000
generic-energy-sustainable-choice,Make the switch to sustainable appliances and reduce your energy use,326,uploads/features-and-benefits/Generic-Energy-Sustainable-Choice.png,class,19,Sustainable Choice,3,2025-07-01T17:35:11.010002
generic-warranty-1-year,Enjoy peace of mind with a 12 month limited manufacturers warranty,327,uploads/features-and-benefits/Generic-Warranty-1-Year.png,class,19,Peace of Mind,4,2025-07-01T17:35:11.010003
generic-warranty-2-year,Enjoy peace of mind with a 24 month limited manufacturers warranty,328,uploads/features-and-benefits/Generic-Warranty-2-Year.png,class,19,Peace of Mind,5,2025-07-01T17:35:11.010005
generic-warranty-3-year,Enjoy peace of mind with a 3 year limited manufacturers warranty,329,uploads/features-and-benefits/Generic-Warranty-3-Year.png,class,19,Peace of Mind,6,2025-07-01T17:35:11.010007
generic-warranty-5-year,Enjoy peace of mind with a 5 year limited manufacturers warranty,330,uploads/features-and-benefits/Generic-Warranty-5-Year.png,class,19,Peace of Mind,7,2025-07-01T17:35:11.010008
generic-built-in-australia,Proudly built in Australia,331,uploads/features-and-benefits/Generic-Built-In-Australia.png,class,19,Built in Australia,8,2025-07-01T17:35:11.010010
generic-capacity-couples,Steamline your lifestyle with appliances perfect for small households,332,uploads/features-and-benefits/Generic-Capacity-Couples.png,class,19,Suitable for Couples,9,2025-07-01T17:35:11.010012
generic-capacity-small-family,Streamline your lifestyle with appliances designed for small families,333,uploads/features-and-benefits/Generic-Capacity-Small-Family.png,class,19,Suitable for Small Families,10,2025-07-01T17:35:11.010013
generic-capacity-medium-family,Streamline your lifestyle with appliances designed for busy families,334,uploads/features-and-benefits/Generic-Capacity-Medium-Family.png,class,19,Suitable for Medium Sized Families,11,2025-07-01T17:35:11.010015
generic-capacity-large-family,Streamline your lifestyle with appliances perfect for big families,335,uploads/features-and-benefits/Generic-Capacity-Large-Family.png,class,19,Suitable for Larger Families,12,2025-07-01T17:35:11.010016
generic-wifi,Ready to connect with your home Wi-Fi,336,uploads/features-and-benefits/Wifi.png,class,19,Built-in Wi-Fi,13,2025-07-01T17:35:11.010018
generic-value-for-money,Get great value without compromise,337,uploads/features-and-benefits/Generic-Value-For-Money.png,class,20,Value For Money,1,2025-07-01T17:35:11.809470
generic-water-sustainable-choice,Make the switch to sustainable appliances and reduce your water usage. ,338,uploads/features-and-benefits/Generic-Water-Sustainable-Choice.png,class,20,Sustainable Choice,2,2025-07-01T17:35:11.809498
generic-energy-sustainable-choice,Make the switch to sustainable appliances and reduce your energy use,339,uploads/features-and-benefits/Generic-Energy-Sustainable-Choice.png,class,20,Sustainable Choice,3,2025-07-01T17:35:11.809500
generic-warranty-1-year,Enjoy peace of mind with a 12 month limited manufacturers warranty,340,uploads/features-and-benefits/Generic-Warranty-1-Year.png,class,20,Peace of Mind,4,2025-07-01T17:35:11.809502
generic-warranty-2-year,Enjoy peace of mind with a 24 month limited manufacturers warranty,341,uploads/features-and-benefits/Generic-Warranty-2-Year.png,class,20,Peace of Mind,5,2025-07-01T17:35:11.809503
generic-warranty-3-year,Enjoy peace of mind with a 3 year limited manufacturers warranty,342,uploads/features-and-benefits/Generic-Warranty-3-Year.png,class,20,Peace of Mind,6,2025-07-01T17:35:11.809505
generic-warranty-5-year,Enjoy peace of mind with a 5 year limited manufacturers warranty,343,uploads/features-and-benefits/Generic-Warranty-5-Year.png,class,20,Peace of Mind,7,2025-07-01T17:35:11.809506
generic-built-in-australia,Proudly built in Australia,344,uploads/features-and-benefits/Generic-Built-In-Australia.png,class,20,Built in Australia,8,2025-07-01T17:35:11.809507
generic-capacity-couples,Steamline your lifestyle with appliances perfect for small households,345,uploads/features-and-benefits/Generic-Capacity-Couples.png,class,20,Suitable for Couples,9,2025-07-01T17:35:11.809511
generic-capacity-small-family,Streamline your lifestyle with appliances designed for small families,346,uploads/features-and-benefits/Generic-Capacity-Small-Family.png,class,20,Suitable for Small Families,10,2025-07-01T17:35:11.809513
generic-capacity-medium-family,Streamline your lifestyle with appliances designed for busy families,347,uploads/features-and-benefits/Generic-Capacity-Medium-Family.png,class,20,Suitable for Medium Sized Families,11,2025-07-01T17:35:11.809514
generic-capacity-large-family,Streamline your lifestyle with appliances perfect for big families,348,uploads/features-and-benefits/Generic-Capacity-Large-Family.png,class,20,Suitable for Larger Families,12,2025-07-01T17:35:11.809516
generic-wifi,Ready to connect with your home Wi-Fi,349,uploads/features-and-benefits/Wifi.png,class,20,Built-in Wi-Fi,13,2025-07-01T17:35:11.809517
generic-value-for-money,Get great value without compromise,350,uploads/features-and-benefits/Generic-Value-For-Money.png,class,21,Value For Money,1,2025-07-01T17:35:12.614507
generic-water-sustainable-choice,Make the switch to sustainable appliances and reduce your water usage. ,351,uploads/features-and-benefits/Generic-Water-Sustainable-Choice.png,class,21,Sustainable Choice,2,2025-07-01T17:35:12.614529
generic-energy-sustainable-choice,Make the switch to sustainable appliances and reduce your energy use,352,uploads/features-and-benefits/Generic-Energy-Sustainable-Choice.png,class,21,Sustainable Choice,3,2025-07-01T17:35:12.614531
generic-warranty-1-year,Enjoy peace of mind with a 12 month limited manufacturers warranty,353,uploads/features-and-benefits/Generic-Warranty-1-Year.png,class,21,Peace of Mind,4,2025-07-01T17:35:12.614533
generic-warranty-2-year,Enjoy peace of mind with a 24 month limited manufacturers warranty,354,uploads/features-and-benefits/Generic-Warranty-2-Year.png,class,21,Peace of Mind,5,2025-07-01T17:35:12.614535
generic-warranty-3-year,Enjoy peace of mind with a 3 year limited manufacturers warranty,355,uploads/features-and-benefits/Generic-Warranty-3-Year.png,class,21,Peace of Mind,6,2025-07-01T17:35:12.614537
generic-warranty-5-year,Enjoy peace of mind with a 5 year limited manufacturers warranty,356,uploads/features-and-benefits/Generic-Warranty-5-Year.png,class,21,Peace of Mind,7,2025-07-01T17:35:12.614538
generic-built-in-australia,Proudly built in Australia,357,uploads/features-and-benefits/Generic-Built-In-Australia.png,class,21,Built in Australia,8,2025-07-01T17:35:12.614540
generic-capacity-couples,Steamline your lifestyle with appliances perfect for small households,358,uploads/features-and-benefits/Generic-Capacity-Couples.png,class,21,Suitable for Couples,9,2025-07-01T17:35:12.614542
generic-capacity-small-family,Streamline your lifestyle with appliances designed for small families,359,uploads/features-and-benefits/Generic-Capacity-Small-Family.png,class,21,Suitable for Small Families,10,2025-07-01T17:35:12.614544
generic-capacity-medium-family,Streamline your lifestyle with appliances designed for busy families,360,uploads/features-and-benefits/Generic-Capacity-Medium-Family.png,class,21,Suitable for Medium Sized Families,11,2025-07-01T17:35:12.614546
generic-capacity-large-family,Streamline your lifestyle with appliances perfect for big families,361,uploads/features-and-benefits/Generic-Capacity-Large-Family.png,class,21,Suitable for Larger Families,12,2025-07-01T17:35:12.614548
generic-wifi,Ready to connect with your home Wi-Fi,362,uploads/features-and-benefits/Wifi.png,class,21,Built-in Wi-Fi,13,2025-07-01T17:35:12.614551
generic-value-for-money,Get great value without compromise,363,uploads/features-and-benefits/Generic-Value-For-Money.png,class,22,Value For Money,1,2025-07-01T17:35:13.425834
generic-water-sustainable-choice,Make the switch to sustainable appliances and reduce your water usage. ,364,uploads/features-and-benefits/Generic-Water-Sustainable-Choice.png,class,22,Sustainable Choice,2,2025-07-01T17:35:13.425865
generic-energy-sustainable-choice,Make the switch to sustainable appliances and reduce your energy use,365,uploads/features-and-benefits/Generic-Energy-Sustainable-Choice.png,class,22,Sustainable Choice,3,2025-07-01T17:35:13.425868
generic-warranty-1-year,Enjoy peace of mind with a 12 month limited manufacturers warranty,366,uploads/features-and-benefits/Generic-Warranty-1-Year.png,class,22,Peace of Mind,4,2025-07-01T17:35:13.425871
generic-warranty-2-year,Enjoy peace of mind with a 24 month limited manufacturers warranty,367,uploads/features-and-benefits/Generic-Warranty-2-Year.png,class,22,Peace of Mind,5,2025-07-01T17:35:13.425873
generic-warranty-3-year,Enjoy peace of mind with a 3 year limited manufacturers warranty,368,uploads/features-and-benefits/Generic-Warranty-3-Year.png,class,22,Peace of Mind,6,2025-07-01T17:35:13.425876
generic-warranty-5-year,Enjoy peace of mind with a 5 year limited manufacturers warranty,369,uploads/features-and-benefits/Generic-Warranty-5-Year.png,class,22,Peace of Mind,7,2025-07-01T17:35:13.425878
generic-built-in-australia,Proudly built in Australia,370,uploads/features-and-benefits/Generic-Built-In-Australia.png,class,22,Built in Australia,8,2025-07-01T17:35:13.425880
generic-capacity-couples,Steamline your lifestyle with appliances perfect for small households,371,uploads/features-and-benefits/Generic-Capacity-Couples.png,class,22,Suitable for Couples,9,2025-07-01T17:35:13.425883
generic-capacity-small-family,Streamline your lifestyle with appliances designed for small families,372,uploads/features-and-benefits/Generic-Capacity-Small-Family.png,class,22,Suitable for Small Families,10,2025-07-01T17:35:13.425885
generic-capacity-medium-family,Streamline your lifestyle with appliances designed for busy families,373,uploads/features-and-benefits/Generic-Capacity-Medium-Family.png,class,22,Suitable for Medium Sized Families,11,2025-07-01T17:35:13.425887
generic-capacity-large-family,Streamline your lifestyle with appliances perfect for big families,374,uploads/features-and-benefits/Generic-Capacity-Large-Family.png,class,22,Suitable for Larger Families,12,2025-07-01T17:35:13.425889
generic-wifi,Ready to connect with your home Wi-Fi,375,uploads/features-and-benefits/Wifi.png,class,22,Built-in Wi-Fi,13,2025-07-01T17:35:13.425892
generic-value-for-money,Get great value without compromise,376,uploads/features-and-benefits/Generic-Value-For-Money.png,class,24,Value For Money,1,2025-07-01T17:35:15.026302
generic-water-sustainable-choice,Make the switch to sustainable appliances and reduce your water usage. ,377,uploads/features-and-benefits/Generic-Water-Sustainable-Choice.png,class,24,Sustainable Choice,2,2025-07-01T17:35:15.026315
